,Jeff Nippard's Essentials Program - 3x/Week Spreadsheet,,,,,,,,,,,,,,,,,,,,,,,,,
,,A2: Machine Crunch,1,2,10-12,,1-10,~1.5 min,Plate-Weighted Crunch,Cable Crunch,"Squeeze your abs to move the weight, don't use your arms to help",,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Week 9,Exercise,Warm-up Sets (see page 15 for details),Working Sets,Reps,Load,RPE,Rest,Substitution Option 1,Substitution Option 2,Notes,,,,,,,,,,,,,,,
,Full Body,Machine Squat (Heavy),2-3,1,4-6,,8-9,~3 min,Hack Squat,Leg Press ,Focus on strength here. Each week add weight or reps. Keep form consistent.,,,,,,,,,,,,,,,
,,Machine Squat (Back off),0,1,8-10,,8-9,~3 min,Hack Squat,Leg Press,Drop the weight back and focus on controlling the negative. Smooth and consistent rep tempo.,,,,,,,,,,,,,,,
,,Standing DB Arnold Press,2,2,8-10,,9-10,~2 min,Seated DB Shoulder Press,Machine Shoulder Press,Start with your elbows in front of you and palms facing in. Rotate the dumbbells so that your palms face forward as you press.,,,,,,,,,,,,,,,
,,Nordic Ham Curl,1,1,8-10,,10,~1.5 min,Lying Leg Curl,Glute-Ham Raise,"Keep your hips as straight as you can, can sub for lying leg curl",,,,,,,,,,,,,,,
,,Meadows Row,2,2,10-12,,9-10,~2 min,Single-Arm DB Row,Pendlay Row,"Brace with your non-working hand against your knee, stay light, emphasize form",,,,,,,,,,,,,,,
,,Inverse Zottman Curl,1,1,10-12 (dropset),,10,~1.5 min,Hammer Curl,DB Curl,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Hammer curl on concentric, supinated curl (palms up) on the eccentric",,,,,,,,,,,,,,,
,,Machine Lateral Raise,1,1,10-12 (dropset),,10,~1.5 min,DB Lateral Raise,Cable Lateral Raise,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Focus on squeezing your lateral delt to move the weight",,,,,,,,,,,,,,,
,,Pec Deck,1,1,10-12 (dropset),,10,~1.5 min,Cable Flye,DB Flye,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Focus on bringing your inner elbows together - not your hands",,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,Upper,Machine Chest Press (Heavy),2-3,1,4-6,,8-9,~3 min,Flat DB Press,Weighted Dip,Focus on squeezing your chest,,,,,,,,,,,,,,,
,,Machine Chest Press (Back off),0,1,8-10,,9-10,~3 min,Flat DB Press,Weighted Dip,Focus on squeezing your chest,,,,,,,,,,,,,,,
,,Machine Pulldown,2,2,10-12 (dropset),,9-10,~2 min,2-Grip Lat Pulldown,Weighted Pullup,"Think about pulling your elbows ""down"" and ""in"". Last set only do a dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. ",,,,,,,,,,,,,,,
,,Cable Shoulder Press,1,2,12-15 (dropset),,9-10,~2 min,Machine Shoulder Press,Seated DB Shoulder Press,"Bring cables all the way down to shoulder height, keep torso upright. Last set only do a dropset: perform 12-15 reps, drop the weight by ~50%, perform an additional 12-15 reps. ",,,,,,,,,,,,,,,
,,Helms DB Row,1,2,10-12,,9-10,~2 min,Chest-Supported T-Bar Row,Machine Row,"Be ultra strict with form, drive elbows out and back at 45 degree angle",,,,,,,,,,,,,,,
,,A1: Overhead Cable Triceps Extension,1,2,12-15,,10,0 min,EZ Bar Skull Crusher,DB French Press,"Do both arms at once, resist the negative",,,,,,,,,,,,,,,
,,A2: Cable EZ Curl,1,2,12-15,,10,~1.5 min,EZ Bar Curl,DB Curl,Focus on squeezing your biceps. Control the negative,,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,Lower,Romanian Deadlift,2,2,10-12,,8-9,~2 min,Romanian Deadlift,45° Hyperextension,"Maintain a neutral lower back, set your hips back, don't allow your spine to round",,,,,,,,,,,,,,,
,,DB Walking Lunge,2,3,8-10,,8-9,~2 min,DB Step-Up,DB Bulgarian Split Squat,"Take medium strides, minimize the amount you push off your rear leg",,,,,,,,,,,,,,,
,,Leg Extension,1,1,12-15 (dropset),,9-10,~1.5 min,Goblet Squat,DB Step-Up,"Dropset: perform 12-15 reps, drop the weight by ~50%, perform an additional 12-15 reps. Focus on squeezing your quads to make the weight move.",,,,,,,,,,,,,,,
,,A1: Standing Calf Raise,1,2,15-20,,10,0 min,Seated Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,,,,,,,,,,,,,,
,,A2: Plate-Weighted Crunch,1,2,12-15,,10,~1.5 min,Cable Crunch,Machine Crunch,Hold a plate or DB to your chest and crunch hard!,,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Week 10,Exercise,Warm-up Sets (see page 15 for details),Working Sets,Reps,Load,RPE,Rest,Substitution Option 1,Substitution Option 2,Notes,,,,,,,,,,,,,,,
,Full Body,Machine Squat (Heavy),2-3,1,4-6,,8-9,~3 min,Hack Squat,Leg Press ,Focus on strength here. Each week add weight or reps. Keep form consistent.,,,,,,,,,,,,,,,
,,Machine Squat (Back off),0,1,8-10,,8-9,~3 min,Hack Squat,Leg Press,Drop the weight back and focus on controlling the negative. Smooth and consistent rep tempo.,,,,,,,,,,,,,,,
,,Standing DB Arnold Press,2,2,8-10,,9-10,~2 min,Seated DB Shoulder Press,Machine Shoulder Press,Start with your elbows in front of you and palms facing in. Rotate the dumbbells so that your palms face forward as you press.,,,,,,,,,,,,,,,
,,Nordic Ham Curl,1,1,8-10,,10,~1.5 min,Lying Leg Curl,Glute-Ham Raise,"Keep your hips as straight as you can, can sub for lying leg curl",,,,,,,,,,,,,,,
,,Meadows Row,2,2,10-12,,9-10,~2 min,Single-Arm DB Row,Pendlay Row,"Brace with your non-working hand against your knee, stay light, emphasize form",,,,,,,,,,,,,,,
,,Inverse Zottman Curl,1,1,10-12 (dropset),,10,~1.5 min,Hammer Curl,DB Curl,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Hammer curl on concentric, supinated curl (palms up) on the eccentric",,,,,,,,,,,,,,,
,,Machine Lateral Raise,1,1,10-12 (dropset),,10,~1.5 min,DB Lateral Raise,Cable Lateral Raise,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Focus on squeezing your lateral delt to move the weight",,,,,,,,,,,,,,,
,,Pec Deck,1,1,10-12 (dropset),,10,~1.5 min,Cable Flye,DB Flye,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Focus on bringing your inner elbows together - not your hands",,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,Upper,Machine Chest Press (Heavy),2-3,1,4-6,,8-9,~3 min,Flat DB Press,Weighted Dip,Focus on squeezing your chest,,,,,,,,,,,,,,,
,,Machine Chest Press (Back off),0,1,8-10,,9-10,~3 min,Flat DB Press,Weighted Dip,Focus on squeezing your chest,,,,,,,,,,,,,,,
,,Machine Pulldown,2,2,10-12 (dropset),,9-10,~2 min,2-Grip Lat Pulldown,Weighted Pullup,"Think about pulling your elbows ""down"" and ""in"". Last set only do a dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. ",,,,,,,,,,,,,,,
,,Cable Shoulder Press,1,2,12-15 (dropset),,9-10,~2 min,Machine Shoulder Press,Seated DB Shoulder Press,"Bring cables all the way down to shoulder height, keep torso upright. Last set only do a dropset: perform 12-15 reps, drop the weight by ~50%, perform an additional 12-15 reps. ",,,,,,,,,,,,,,,
,,Helms DB Row,1,2,10-12,,9-10,~2 min,Chest-Supported T-Bar Row,Machine Row,"Be ultra strict with form, drive elbows out and back at 45 degree angle",,,,,,,,,,,,,,,
,,A1: Overhead Cable Triceps Extension,1,2,12-15,,10,0 min,EZ Bar Skull Crusher,DB French Press,"Do both arms at once, resist the negative",,,,,,,,,,,,,,,
,,A2: Cable EZ Curl,1,2,12-15,,10,~1.5 min,EZ Bar Curl,DB Curl,Focus on squeezing your biceps. Control the negative,,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,Lower,Romanian Deadlift,2,2,10-12,,8-9,~2 min,Romanian Deadlift,45° Hyperextension,"Maintain a neutral lower back, set your hips back, don't allow your spine to round",,,,,,,,,,,,,,,
,,DB Walking Lunge,2,3,8-10,,8-9,~2 min,DB Step-Up,DB Bulgarian Split Squat,"Take medium strides, minimize the amount you push off your rear leg",,,,,,,,,,,,,,,
,,Leg Extension,1,1,12-15 (dropset),,9-10,~1.5 min,Goblet Squat,DB Step-Up,"Dropset: perform 12-15 reps, drop the weight by ~50%, perform an additional 12-15 reps. Focus on squeezing your quads to make the weight move.",,,,,,,,,,,,,,,
,,A1: Standing Calf Raise,1,2,15-20,,10,0 min,Seated Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,,,,,,,,,,,,,,
,,A2: Plate-Weighted Crunch,1,2,12-15,,10,~1.5 min,Cable Crunch,Machine Crunch,Hold a plate or DB to your chest and crunch hard!,,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Week 11,Exercise,Warm-up Sets (see page 15 for details),Working Sets,Reps,Load,RPE,Rest,Substitution Option 1,Substitution Option 2,Notes,,,,,,,,,,,,,,,
,Full Body,Machine Squat (Heavy),2-3,1,4-6,,8-9,~3 min,Hack Squat,Leg Press ,Focus on strength here. Each week add weight or reps. Keep form consistent.,,,,,,,,,,,,,,,
,,Machine Squat (Back off),0,1,8-10,,8-9,~3 min,Hack Squat,Leg Press,Drop the weight back and focus on controlling the negative. Smooth and consistent rep tempo.,,,,,,,,,,,,,,,
,,Standing DB Arnold Press,2,2,8-10,,9-10,~2 min,Seated DB Shoulder Press,Machine Shoulder Press,Start with your elbows in front of you and palms facing in. Rotate the dumbbells so that your palms face forward as you press.,,,,,,,,,,,,,,,
,,Nordic Ham Curl,1,1,8-10,,10,~1.5 min,Lying Leg Curl,Glute-Ham Raise,"Keep your hips as straight as you can, can sub for lying leg curl",,,,,,,,,,,,,,,
,,Meadows Row,2,2,10-12,,9-10,~2 min,Single-Arm DB Row,Pendlay Row,"Brace with your non-working hand against your knee, stay light, emphasize form",,,,,,,,,,,,,,,
,,Inverse Zottman Curl,1,1,10-12 (dropset),,10,~1.5 min,Hammer Curl,DB Curl,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Hammer curl on concentric, supinated curl (palms up) on the eccentric",,,,,,,,,,,,,,,
,,Machine Lateral Raise,1,1,10-12 (dropset),,10,~1.5 min,DB Lateral Raise,Cable Lateral Raise,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Focus on squeezing your lateral delt to move the weight",,,,,,,,,,,,,,,
,,Pec Deck,1,1,10-12 (dropset),,10,~1.5 min,Cable Flye,DB Flye,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Focus on bringing your inner elbows together - not your hands",,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,Upper,Machine Chest Press (Heavy),2-3,1,4-6,,8-9,~3 min,Flat DB Press,Weighted Dip,Focus on squeezing your chest,,,,,,,,,,,,,,,
,,Machine Chest Press (Back off),0,1,8-10,,9-10,~3 min,Flat DB Press,Weighted Dip,Focus on squeezing your chest,,,,,,,,,,,,,,,
,,Machine Pulldown,2,2,10-12 (dropset),,9-10,~2 min,2-Grip Lat Pulldown,Weighted Pullup,"Think about pulling your elbows ""down"" and ""in"". Last set only do a dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. ",,,,,,,,,,,,,,,
,,Cable Shoulder Press,1,2,12-15 (dropset),,9-10,~2 min,Machine Shoulder Press,Seated DB Shoulder Press,"Bring cables all the way down to shoulder height, keep torso upright. Last set only do a dropset: perform 12-15 reps, drop the weight by ~50%, perform an additional 12-15 reps. ",,,,,,,,,,,,,,,
,,Helms DB Row,1,2,10-12,,9-10,~2 min,Chest-Supported T-Bar Row,Machine Row,"Be ultra strict with form, drive elbows out and back at 45 degree angle",,,,,,,,,,,,,,,
,,A1: Overhead Cable Triceps Extension,1,2,12-15,,10,0 min,EZ Bar Skull Crusher,DB French Press,"Do both arms at once, resist the negative",,,,,,,,,,,,,,,
,,A2: Cable EZ Curl,1,2,12-15,,10,~1.5 min,EZ Bar Curl,DB Curl,Focus on squeezing your biceps. Control the negative,,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,Lower,Romanian Deadlift,2,2,10-12,,8-9,~2 min,Romanian Deadlift,45° Hyperextension,"Maintain a neutral lower back, set your hips back, don't allow your spine to round",,,,,,,,,,,,,,,
,,DB Walking Lunge,2,3,8-10,,8-9,~2 min,DB Step-Up,DB Bulgarian Split Squat,"Take medium strides, minimize the amount you push off your rear leg",,,,,,,,,,,,,,,
,,Leg Extension,1,1,12-15 (dropset),,9-10,~1.5 min,Goblet Squat,DB Step-Up,"Dropset: perform 12-15 reps, drop the weight by ~50%, perform an additional 12-15 reps. Focus on squeezing your quads to make the weight move.",,,,,,,,,,,,,,,
,,A1: Standing Calf Raise,1,2,15-20,,10,0 min,Seated Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,,,,,,,,,,,,,,
,,A2: Plate-Weighted Crunch,1,2,12-15,,10,~1.5 min,Cable Crunch,Machine Crunch,Hold a plate or DB to your chest and crunch hard!,,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Week 12,Exercise,Warm-up Sets (see page 15 for details),Working Sets,Reps,Load,RPE,Rest,Substitution Option 1,Substitution Option 2,Notes,,,,,,,,,,,,,,,
,Full Body,Machine Squat (Heavy),2-3,1,4-6,,8-9,~3 min,Hack Squat,Leg Press ,Focus on strength here. Each week add weight or reps. Keep form consistent.,,,,,,,,,,,,,,,
,,Machine Squat (Back off),0,1,8-10,,8-9,~3 min,Hack Squat,Leg Press,Drop the weight back and focus on controlling the negative. Smooth and consistent rep tempo.,,,,,,,,,,,,,,,
,,Standing DB Arnold Press,2,2,8-10,,9-10,~2 min,Seated DB Shoulder Press,Machine Shoulder Press,Start with your elbows in front of you and palms facing in. Rotate the dumbbells so that your palms face forward as you press.,,,,,,,,,,,,,,,
,,Nordic Ham Curl,1,1,8-10,,10,~1.5 min,Lying Leg Curl,Glute-Ham Raise,"Keep your hips as straight as you can, can sub for lying leg curl",,,,,,,,,,,,,,,
,,Meadows Row,2,2,10-12,,9-10,~2 min,Single-Arm DB Row,Pendlay Row,"Brace with your non-working hand against your knee, stay light, emphasize form",,,,,,,,,,,,,,,
,,Inverse Zottman Curl,1,1,10-12 (dropset),,10,~1.5 min,Hammer Curl,DB Curl,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Hammer curl on concentric, supinated curl (palms up) on the eccentric",,,,,,,,,,,,,,,
,,Machine Lateral Raise,1,1,10-12 (dropset),,10,~1.5 min,DB Lateral Raise,Cable Lateral Raise,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Focus on squeezing your lateral delt to move the weight",,,,,,,,,,,,,,,
,,Pec Deck,1,1,10-12 (dropset),,10,~1.5 min,Cable Flye,DB Flye,"Dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. Focus on bringing your inner elbows together - not your hands",,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,Upper,Machine Chest Press (Heavy),2-3,1,4-6,,8-9,~3 min,Flat DB Press,Weighted Dip,Focus on squeezing your chest,,,,,,,,,,,,,,,
,,Machine Chest Press (Back off),0,1,8-10,,9-10,~3 min,Flat DB Press,Weighted Dip,Focus on squeezing your chest,,,,,,,,,,,,,,,
,,Machine Pulldown,2,2,10-12 (dropset),,9-10,~2 min,2-Grip Lat Pulldown,Weighted Pullup,"Think about pulling your elbows ""down"" and ""in"". Last set only do a dropset: perform 10-12 reps, drop the weight by ~50%, perform an additional 10-12 reps. ",,,,,,,,,,,,,,,
,,Cable Shoulder Press,1,2,12-15 (dropset),,9-10,~2 min,Machine Shoulder Press,Seated DB Shoulder Press,"Bring cables all the way down to shoulder height, keep torso upright. Last set only do a dropset: perform 12-15 reps, drop the weight by ~50%, perform an additional 12-15 reps. ",,,,,,,,,,,,,,,
,,Helms DB Row,1,2,10-12,,9-10,~2 min,Chest-Supported T-Bar Row,Machine Row,"Be ultra strict with form, drive elbows out and back at 45 degree angle",,,,,,,,,,,,,,,
,,A1: Overhead Cable Triceps Extension,1,2,12-15,,10,0 min,EZ Bar Skull Crusher,DB French Press,"Do both arms at once, resist the negative",,,,,,,,,,,,,,,
,,A2: Cable EZ Curl,1,2,12-15,,10,~1.5 min,EZ Bar Curl,DB Curl,Focus on squeezing your biceps. Control the negative,,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
,Lower,Romanian Deadlift,2,2,10-12,,8-9,~2 min,Romanian Deadlift,45° Hyperextension,"Maintain a neutral lower back, set your hips back, don't allow your spine to round",,,,,,,,,,,,,,,
,,DB Walking Lunge,2,3,8-10,,8-9,~2 min,DB Step-Up,DB Bulgarian Split Squat,"Take medium strides, minimize the amount you push off your rear leg",,,,,,,,,,,,,,,
,,Leg Extension,1,1,12-15 (dropset),,9-10,~1.5 min,Goblet Squat,DB Step-Up,"Dropset: perform 12-15 reps, drop the weight by ~50%, perform an additional 12-15 reps. Focus on squeezing your quads to make the weight move.",,,,,,,,,,,,,,,
,,A1: Standing Calf Raise,1,2,15-20,,10,0 min,Seated Calf Raise,Leg Press Toe Press,"Press all the way up to your toes, stretch your calves at the bottom, don't bounce",,,,,,,,,,,,,,,
,,A2: Plate-Weighted Crunch,1,2,12-15,,10,~1.5 min,Cable Crunch,Machine Crunch,Hold a plate or DB to your chest and crunch hard!,,,,,,,,,,,,,,,
,Suggested 1-2 Rest Days,,,,,,,,,,,,,,,,,,,,,,,,,
